concept_en,lang,lang_name,native_text,roman_itrans,devanagari_translit,manual_reviewed,quality_note,native_script_detected,roman_script_detected,devanagari_script_detected,roman_equals_native,deva_equals_native
bread,pan_Guru,Punjabi,ਰੋਟੀ,roTii,रोटी,False,,Gurmukhi,Latin,Devanagari,False,False
bread,tam_Taml,Tamil,ரொட்டி,r.oTTi,रॊट्टि,False,,Tamil,Latin,Devanagari,False,False
music,asm_Beng,Assamese,সংগীত,sa.mgiita,संगीत,False,,Bengali,Latin,Devanagari,False,False
music,ben_Beng,Bengali,সঙ্গীত,sa~Ngiita,सङ्गीत,False,,Bengali,Mixed,Devanagari,False,False
music,guj_Gujr,Gujarati,સંગીત,sa.mgiita,संगीत,False,,Gujarati,Latin,Devanagari,False,False
music,hin_Deva,Hindi,संगीत,sa.mgiita,संगीत,False,,Devanagari,Latin,Devanagari,False,True
music,mal_Mlym,Malayalam,സംഗീതം,sa.mgiita.m,संगीतं,False,,Malayalam,Latin,Devanagari,False,False
music,mar_Deva,Marathi,संगीत,sa.mgiita,संगीत,False,,Devanagari,Latin,Devanagari,False,True
music,ory_Orya,Odia,ସଙ୍ଗୀତ,sa~Ngiita,सङ्गीत,False,,Oriya,Mixed,Devanagari,False,False
music,pan_Guru,Punjabi,ਸੰਗੀਤ,sa॰giita,सੰगीत,False,,Gurmukhi,Mixed,Mixed,False,False
music,tam_Taml,Tamil,இசை,ichai,इचै,False,,Tamil,Latin,Devanagari,False,False
dance,asm_Beng,Assamese,নাচ,naacha,नाच,False,,Bengali,Latin,Devanagari,False,False
dance,ben_Beng,Bengali,নাচ,naacha,नाच,False,,Bengali,Latin,Devanagari,False,False
dance,guj_Gujr,Gujarati,નૃત્ય,nR^itya,नृत्य,False,,Gujarati,Latin,Devanagari,False,False
dance,hin_Deva,Hindi,नृत्य,nR^itya,नृत्य,False,,Devanagari,Latin,Devanagari,False,True
dance,mal_Mlym,Malayalam,നൃത്തം,nR^itta.m,नृत्तं,False,,Malayalam,Latin,Devanagari,False,False
dance,mar_Deva,Marathi,नृत्य,nR^itya,नृत्य,False,,Devanagari,Latin,Devanagari,False,True
dance,ory_Orya,Odia,ନୃତ୍ୟ,nR^itय़,नृत्य़,False,,Oriya,Mixed,Devanagari,False,False
dance,pan_Guru,Punjabi,ਡਾਂਸ,Daa.msa,डांस,False,,Gurmukhi,Latin,Devanagari,False,False
dance,tam_Taml,Tamil,நடனம்,naTa*nam,नटऩम्,False,,Tamil,Latin,Devanagari,False,False
friend,asm_Beng,Assamese,বন্ধু,bandhu,बन्धु,False,,Bengali,Latin,Devanagari,False,False
friend,ben_Beng,Bengali,বন্ধু,bandhu,बन्धु,False,,Bengali,Latin,Devanagari,False,False
friend,guj_Gujr,Gujarati,મિત્ર,mitra,मित्र,False,,Gujarati,Latin,Devanagari,False,False
friend,hin_Deva,Hindi,मित्र,mitra,मित्र,False,,Devanagari,Latin,Devanagari,False,True
friend,mal_Mlym,Malayalam,സുഹൃത്ത്,suhR^itt,सुहृत्त्,False,,Malayalam,Latin,Devanagari,False,False
friend,mar_Deva,Marathi,मित्र,mitra,मित्र,False,,Devanagari,Latin,Devanagari,False,True
friend,ory_Orya,Odia,ବନ୍ଧୁ,bandhu,बन्धु,False,,Oriya,Latin,Devanagari,False,False
friend,pan_Guru,Punjabi,ਦੋਸਤ,dosata,दोसत,False,,Gurmukhi,Latin,Devanagari,False,False
friend,tam_Taml,Tamil,நண்பர்,naNpar,नण्पर्,False,,Tamil,Latin,Devanagari,False,False
family,asm_Beng,Assamese,পৰিয়াল,paiyaaala,पৰिय़ाल,False,,Bengali,Latin,Mixed,False,False
family,ben_Beng,Bengali,পরিবার,paribaara,परिबार,False,,Bengali,Latin,Devanagari,False,False
family,guj_Gujr,Gujarati,પરિવાર,parivaara,परिवार,False,,Gujarati,Latin,Devanagari,False,False
family,hin_Deva,Hindi,परिवार,parivaara,परिवार,False,,Devanagari,Latin,Devanagari,False,True
family,mal_Mlym,Malayalam,കുടുംബം,kuTu.mba.m,कुटुंबं,False,,Malayalam,Latin,Devanagari,False,False
family,mar_Deva,Marathi,कुटुंब,kuTu.mba,कुटुंब,False,,Devanagari,Latin,Devanagari,False,True
family,ory_Orya,Odia,ପରିବାର,paribaara,परिबार,False,,Oriya,Latin,Devanagari,False,False
family,pan_Guru,Punjabi,ਪਰਿਵਾਰ,parivaara,परिवार,False,,Gurmukhi,Latin,Devanagari,False,False
family,tam_Taml,Tamil,குடும்பம்,kuTumpam,कुटुम्पम्,False,,Tamil,Latin,Devanagari,False,False
child,asm_Beng,Assamese,শিশু,shishu,शिशु,False,,Bengali,Latin,Devanagari,False,False
child,ben_Beng,Bengali,শিশু,shishu,शिशु,False,,Bengali,Latin,Devanagari,False,False
child,guj_Gujr,Gujarati,બાળક,baaldaka,बाळक,False,,Gujarati,Latin,Devanagari,False,False
child,hin_Deva,Hindi,बच्चा,bachchaa,बच्चा,False,,Devanagari,Latin,Devanagari,False,True
child,mal_Mlym,Malayalam,കുട്ടിയേ,kuTTiye,कुट्टिये,False,,Malayalam,Latin,Devanagari,False,False
child,mar_Deva,Marathi,बाल,baala,बाल,False,,Devanagari,Latin,Devanagari,False,True
child,ory_Orya,Odia,ଶିଶୁ,shishu,शिशु,False,,Oriya,Latin,Devanagari,False,False
child,pan_Guru,Punjabi,ਬੱਚਾ,baॱchaa,बੱचा,False,,Gurmukhi,Mixed,Mixed,False,False
child,tam_Taml,Tamil,குழந்தை,kuzhantai,कुऴन्तै,False,,Tamil,Latin,Devanagari,False,False
mother,asm_Beng,Assamese,মাতৃ,maatR^i,मातृ,False,,Bengali,Latin,Devanagari,False,False
mother,ben_Beng,Bengali,মা,maa,मा,False,,Bengali,Latin,Devanagari,False,False
mother,guj_Gujr,Gujarati,મા,maa,मा,False,,Gujarati,Latin,Devanagari,False,False
mother,hin_Deva,Hindi,माँ,maaँ,माँ,False,,Devanagari,Mixed,Devanagari,False,True
mother,mal_Mlym,Malayalam,മാതാവ്,maataav,माताव्,False,,Malayalam,Latin,Devanagari,False,False
mother,mar_Deva,Marathi,आई,aaii,आई,False,,Devanagari,Latin,Devanagari,False,True
mother,ory_Orya,Odia,ମା',maa',मा',False,,Oriya,Latin,Devanagari,False,False
mother,pan_Guru,Punjabi,ਮਾਂ,maa.m,मां,False,,Gurmukhi,Latin,Devanagari,False,False
mother,tam_Taml,Tamil,தாய்,taay,ताय्,False,,Tamil,Latin,Devanagari,False,False
father,asm_Beng,Assamese,পিতৃ,pitR^i,पितृ,False,,Bengali,Latin,Devanagari,False,False
father,ben_Beng,Bengali,পিতা,pitaa,पिता,False,,Bengali,Latin,Devanagari,False,False
father,guj_Gujr,Gujarati,પિતા,pitaa,पिता,False,,Gujarati,Latin,Devanagari,False,False
father,hin_Deva,Hindi,पिता,pitaa,पिता,False,,Devanagari,Latin,Devanagari,False,True
father,mal_Mlym,Malayalam,പിതാവ്,pitaav,पिताव्,False,,Malayalam,Latin,Devanagari,False,False
father,mar_Deva,Marathi,पिता,pitaa,पिता,False,,Devanagari,Latin,Devanagari,False,True
father,ory_Orya,Odia,ପିତା,pitaa,पिता,False,,Oriya,Latin,Devanagari,False,False
father,pan_Guru,Punjabi,ਪਿਤਾ,pitaa,पिता,False,,Gurmukhi,Latin,Devanagari,False,False
father,tam_Taml,Tamil,தந்தை,tantai,तन्तै,False,,Tamil,Latin,Devanagari,False,False
day,asm_Beng,Assamese,দিন,dina,दिन,False,,Bengali,Latin,Devanagari,False,False
day,ben_Beng,Bengali,দিন,dina,दिन,False,,Bengali,Latin,Devanagari,False,False
day,guj_Gujr,Gujarati,દિવસ,divasa,दिवस,False,,Gujarati,Latin,Devanagari,False,False
day,hin_Deva,Hindi,दिन,dina,दिन,False,,Devanagari,Latin,Devanagari,False,True
day,mal_Mlym,Malayalam,ദിവസം,divasa.m,दिवसं,False,,Malayalam,Latin,Devanagari,False,False
day,mar_Deva,Marathi,दिवस,divasa,दिवस,False,,Devanagari,Latin,Devanagari,False,True
day,ory_Orya,Odia,ଦିନ,dina,दिन,False,,Oriya,Latin,Devanagari,False,False
day,pan_Guru,Punjabi,ਦਿਨ,dina,दिन,False,,Gurmukhi,Latin,Devanagari,False,False
day,tam_Taml,Tamil,நாள்,naald,नाळ्,False,,Tamil,Latin,Devanagari,False,False
night,asm_Beng,Assamese,ৰাতি,aati,ৰाति,False,,Bengali,Latin,Mixed,False,False
night,ben_Beng,Bengali,রাত্রি,raatri,रात्रि,False,,Bengali,Latin,Devanagari,False,False
night,guj_Gujr,Gujarati,રાત,raata,रात,False,,Gujarati,Latin,Devanagari,False,False
night,hin_Deva,Hindi,रात,raata,रात,False,,Devanagari,Latin,Devanagari,False,True
night,mal_Mlym,Malayalam,രാത്രികാലം,raatrikaala.m,रात्रिकालं,False,,Malayalam,Latin,Devanagari,False,False
night,mar_Deva,Marathi,रात्र,raatra,रात्र,False,,Devanagari,Latin,Devanagari,False,True
night,ory_Orya,Odia,ରାତି,raati,राति,False,,Oriya,Latin,Devanagari,False,False
night,pan_Guru,Punjabi,ਰਾਤ,raata,रात,False,,Gurmukhi,Latin,Devanagari,False,False
night,tam_Taml,Tamil,இரவு,iravu,इरवु,False,,Tamil,Latin,Devanagari,False,False
morning,asm_Beng,Assamese,পুৱা,puaa,पुৱा,False,,Bengali,Latin,Mixed,False,False
morning,ben_Beng,Bengali,সকাল,sakaala,सकाल,False,,Bengali,Latin,Devanagari,False,False
morning,guj_Gujr,Gujarati,સવારે,savaare,सवारे,False,,Gujarati,Latin,Devanagari,False,False
morning,hin_Deva,Hindi,सुबह,subaha,सुबह,False,,Devanagari,Latin,Devanagari,False,True
morning,mal_Mlym,Malayalam,രാവിലെ,raavil.e,राविलॆ,False,,Malayalam,Latin,Devanagari,False,False
morning,mar_Deva,Marathi,सकाळ,sakaalda,सकाळ,False,,Devanagari,Latin,Devanagari,False,True
morning,ory_Orya,Odia,ସକାଳୁ ସକାଳୁ,sakaaldu sakaaldu,सकाळु सकाळु,False,,Oriya,Latin,Devanagari,False,False
morning,pan_Guru,Punjabi,ਸਵੇਰ,savera,सवेर,False,,Gurmukhi,Latin,Devanagari,False,False
morning,tam_Taml,Tamil,காலை,kaalai,कालै,False,,Tamil,Latin,Devanagari,False,False
happy,asm_Beng,Assamese,সুখী,sukhii,सुखी,False,,Bengali,Latin,Devanagari,False,False
happy,ben_Beng,Bengali,সুখী,sukhii,सुखी,False,,Bengali,Latin,Devanagari,False,False
happy,guj_Gujr,Gujarati,સુખી,sukhii,सुखी,False,,Gujarati,Latin,Devanagari,False,False
happy,hin_Deva,Hindi,प्रसन्न,prasanna,प्रसन्न,False,,Devanagari,Latin,Devanagari,False,True
happy,mal_Mlym,Malayalam,സന്തോഷമുള്ള,santoShamuldlda,सन्तोषमुळ्ळ,False,,Malayalam,Latin,Devanagari,False,False
happy,mar_Deva,Marathi,आनंदी,aana.mdii,आनंदी,False,,Devanagari,Latin,Devanagari,False,True
happy,ory_Orya,Odia,ଖୁସି,khusi,खुसि,False,,Oriya,Latin,Devanagari,False,False
happy,pan_Guru,Punjabi,ਖੁਸ਼,khusa़,खुस़,False,,Gurmukhi,Mixed,Devanagari,False,False
happy,tam_Taml,Tamil,மகிழ்ச்சியாக,makizhchchiyaaka,मकिऴ्च्चियाक,False,,Tamil,Latin,Devanagari,False,False
sad,asm_Beng,Assamese,দুখীয়া,dukhiiyaaa,दुखीय़ा,False,,Bengali,Latin,Devanagari,False,False
sad,ben_Beng,Bengali,দুঃখজনক,duHkhajanaka,दुःखजनक,False,,Bengali,Latin,Devanagari,False,False
sad,guj_Gujr,Gujarati,ઉદાસી,udaasii,उदासी,False,,Gujarati,Latin,Devanagari,False,False
sad,hin_Deva,Hindi,दुखद,dukhada,दुखद,False,,Devanagari,Latin,Devanagari,False,True
sad,mal_Mlym,Malayalam,ദുഃഖം,duHkha.m,दुःखं,False,,Malayalam,Latin,Devanagari,False,False
sad,mar_Deva,Marathi,दुःखद,duHkhada,दुःखद,False,,Devanagari,Latin,Devanagari,False,True
sad,ory_Orya,Odia,ଦୁଃଖୀ,duHkhii,दुःखी,False,,Oriya,Latin,Devanagari,False,False
sad,pan_Guru,Punjabi,ਦੁਖੀ,dukhii,दुखी,False,,Gurmukhi,Latin,Devanagari,False,False
sad,tam_Taml,Tamil,துயரம்,tuyaram,तुयरम्,False,,Tamil,Latin,Devanagari,False,False
small,asm_Beng,Assamese,সৰু,sau,सৰु,False,,Bengali,Latin,Mixed,False,False
small,ben_Beng,Bengali,ছোট,ChoTa,छोट,False,,Bengali,Latin,Devanagari,False,False
small,guj_Gujr,Gujarati,નાના,naanaa,नाना,False,,Gujarati,Latin,Devanagari,False,False
small,hin_Deva,Hindi,छोटा,ChoTaa,छोटा,False,,Devanagari,Latin,Devanagari,False,True
small,mal_Mlym,Malayalam,ചെറിയ,ch.eRiya,चॆऱिय,False,,Malayalam,Latin,Devanagari,False,False
small,mar_Deva,Marathi,लहान,lahaana,लहान,False,,Devanagari,Latin,Devanagari,False,True
small,ory_Orya,Odia,ଛୋଟ,ChoTa,छोट,False,,Oriya,Latin,Devanagari,False,False
small,pan_Guru,Punjabi,ਛੋਟਾ,ChoTaa,छोटा,False,,Gurmukhi,Latin,Devanagari,False,False
small,tam_Taml,Tamil,சிறிய,chiRiya,चिऱिय,False,,Tamil,Latin,Devanagari,False,False
big,asm_Beng,Assamese,ডাঙৰ,Daa~Na॰,डाङৰ,False,,Bengali,Mixed,Mixed,False,False
big,ben_Beng,Bengali,বড়,baDa़,बड़,False,,Bengali,Mixed,Devanagari,False,False
big,guj_Gujr,Gujarati,મોટા,moTaa,मोटा,False,,Gujarati,Latin,Devanagari,False,False
big,hin_Deva,Hindi,बड़ा,baDaaa,बड़ा,False,,Devanagari,Latin,Devanagari,False,True
big,mal_Mlym,Malayalam,വലിയ,valiya,वलिय,False,,Malayalam,Latin,Devanagari,False,False
big,mar_Deva,Marathi,मोठे,moThe,मोठे,False,,Devanagari,Latin,Devanagari,False,True
big,ory_Orya,Odia,ବଡ଼,baDa़,बड़,False,,Oriya,Mixed,Devanagari,False,False
big,pan_Guru,Punjabi,ਵੱਡਾ,vaॱDaa,वੱडा,False,,Gurmukhi,Mixed,Mixed,False,False
big,tam_Taml,Tamil,பெரிய,p.eriya,पॆरिय,False,,Tamil,Latin,Devanagari,False,False
fast,asm_Beng,Assamese,দ্ৰুত,duta,द्ৰुत,False,,Bengali,Latin,Mixed,False,False
fast,ben_Beng,Bengali,দ্রুত,druta,द्रुत,False,,Bengali,Latin,Devanagari,False,False
fast,guj_Gujr,Gujarati,ઝડપી,jhaDapii,झडपी,False,,Gujarati,Latin,Devanagari,False,False
fast,hin_Deva,Hindi,तेजी से,tejii se,तेजी से,False,,Devanagari,Latin,Devanagari,False,True
fast,mal_Mlym,Malayalam,വേഗത്തില്,vegattil,वेगत्तिल्,False,,Malayalam,Latin,Devanagari,False,False
fast,mar_Deva,Marathi,जलद,jalada,जलद,False,,Devanagari,Latin,Devanagari,False,True
fast,ory_Orya,Odia,ଶୀଘ୍ର,shiighra,शीघ्र,False,,Oriya,Latin,Devanagari,False,False
fast,pan_Guru,Punjabi,ਤੇਜ਼,teja़,तेज़,False,,Gurmukhi,Mixed,Devanagari,False,False
fast,tam_Taml,Tamil,வேகமாக,vekamaaka,वेकमाक,False,,Tamil,Latin,Devanagari,False,False
slow,asm_Beng,Assamese,ধীৰে ধীৰে,dhiie dhiie,धीৰे धीৰे,False,,Bengali,Latin,Mixed,False,False
slow,ben_Beng,Bengali,ধীর,dhiira,धीर,False,,Bengali,Latin,Devanagari,False,False
slow,guj_Gujr,Gujarati,ધીમી,dhiimii,धीमी,False,,Gujarati,Latin,Devanagari,False,False
slow,hin_Deva,Hindi,धीमी,dhiimii,धीमी,False,,Devanagari,Latin,Devanagari,False,True
slow,mal_Mlym,Malayalam,പതുക്കെ,patukk.e,पतुक्कॆ,False,,Malayalam,Latin,Devanagari,False,False
slow,mar_Deva,Marathi,हळूहळू,halduuhalduu,हळूहळू,False,,Devanagari,Latin,Devanagari,False,True
slow,ory_Orya,Odia,ଧୀର,dhiira,धीर,False,,Oriya,Latin,Devanagari,False,False
slow,pan_Guru,Punjabi,ਹੌਲੀ,haulii,हौली,False,,Gurmukhi,Latin,Devanagari,False,False
slow,tam_Taml,Tamil,மெதுவாக,m.etuvaaka,मॆतुवाक,False,,Tamil,Latin,Devanagari,False,False
red,asm_Beng,Assamese,ৰঙা,॰~Naa,ৰङा,False,,Bengali,Mixed,Mixed,False,False
red,ben_Beng,Bengali,লাল,laala,लाल,False,,Bengali,Latin,Devanagari,False,False
red,guj_Gujr,Gujarati,લાલ,laala,लाल,False,,Gujarati,Latin,Devanagari,False,False
red,hin_Deva,Hindi,लाल,laala,लाल,False,,Devanagari,Latin,Devanagari,False,True
red,mal_Mlym,Malayalam,ചുവന്ന,chuvanna,चुवन्न,False,,Malayalam,Latin,Devanagari,False,False
red,mar_Deva,Marathi,लाल,laala,लाल,False,,Devanagari,Latin,Devanagari,False,True
red,ory_Orya,Odia,ଲାଲ ରଙ୍ଗର,laala ra~Ngara,लाल रङ्गर,False,,Oriya,Mixed,Devanagari,False,False
red,pan_Guru,Punjabi,ਲਾਲ,laala,लाल,False,,Gurmukhi,Latin,Devanagari,False,False
red,tam_Taml,Tamil,சிவப்பு,chivappu,चिवप्पु,False,,Tamil,Latin,Devanagari,False,False
blue,asm_Beng,Assamese,নীলা,niilaa,नीला,False,,Bengali,Latin,Devanagari,False,False
blue,ben_Beng,Bengali,নীল,niila,नील,False,,Bengali,Latin,Devanagari,False,False
blue,guj_Gujr,Gujarati,વાદળી,vaadaldii,वादळी,False,,Gujarati,Latin,Devanagari,False,False
blue,hin_Deva,Hindi,नीला,niilaa,नीला,False,,Devanagari,Latin,Devanagari,False,True
blue,mal_Mlym,Malayalam,നീല,niila,नील,False,,Malayalam,Latin,Devanagari,False,False
blue,mar_Deva,Marathi,निळा,nildaa,निळा,False,,Devanagari,Latin,Devanagari,False,True
blue,ory_Orya,Odia,ନୀଳ,niilda,नीळ,False,,Oriya,Latin,Devanagari,False,False
blue,pan_Guru,Punjabi,ਨੀਲਾ,niilaa,नीला,False,,Gurmukhi,Latin,Devanagari,False,False
blue,tam_Taml,Tamil,நீல,niila,नील,False,,Tamil,Latin,Devanagari,False,False
green,asm_Beng,Assamese,সবুজ,sabuja,सबुज,False,,Bengali,Latin,Devanagari,False,False
green,ben_Beng,Bengali,সবুজ,sabuja,सबुज,False,,Bengali,Latin,Devanagari,False,False
green,guj_Gujr,Gujarati,લીલો,liilo,लीलो,False,,Gujarati,Latin,Devanagari,False,False
green,hin_Deva,Hindi,हरा,haraa,हरा,False,,Devanagari,Latin,Devanagari,False,True
green,mal_Mlym,Malayalam,പച്ച,pachcha,पच्च,False,,Malayalam,Latin,Devanagari,False,False
green,mar_Deva,Marathi,हिरवा,hiravaa,हिरवा,False,,Devanagari,Latin,Devanagari,False,True
green,ory_Orya,Odia,ସବୁଜ,sabuja,सबुज,False,,Oriya,Latin,Devanagari,False,False
green,pan_Guru,Punjabi,ਹਰੀ,harii,हरी,False,,Gurmukhi,Latin,Devanagari,False,False
green,tam_Taml,Tamil,பச்சை,pachchai,पच्चै,False,,Tamil,Latin,Devanagari,False,False
white,asm_Beng,Assamese,বগা,bagaa,बगा,False,,Bengali,Latin,Devanagari,False,False
white,ben_Beng,Bengali,সাদা,saadaa,सादा,False,,Bengali,Latin,Devanagari,False,False
white,guj_Gujr,Gujarati,સફેદ,sapheda,सफेद,False,,Gujarati,Latin,Devanagari,False,False
white,hin_Deva,Hindi,सफेद,sapheda,सफेद,False,,Devanagari,Latin,Devanagari,False,True
white,mal_Mlym,Malayalam,വെളുത്ത,v.eldutta,वॆळुत्त,False,,Malayalam,Latin,Devanagari,False,False
white,mar_Deva,Marathi,पांढरा,paa.mDharaa,पांढरा,False,,Devanagari,Latin,Devanagari,False,True
white,ory_Orya,Odia,ଧଳା,dhaldaa,धळा,False,,Oriya,Latin,Devanagari,False,False
white,pan_Guru,Punjabi,ਚਿੱਟਾ,chiॱTaa,चिੱटा,False,,Gurmukhi,Mixed,Mixed,False,False
white,tam_Taml,Tamil,வெள்ளை,v.eldldai,वॆळ्ळै,False,,Tamil,Latin,Devanagari,False,False
